user_id,session_id,action,product_id,timestamp
U786,S01011,view,P083,2024-09-21 19:24:37
U525,S03044,click,P079,2024-09-05 00:06:21
U424,S02804,view,P001,2024-09-18 21:22:52
U134,S03434,purchase,P075,2024-09-03 00:26:38
U670,S02437,view,P043,2024-09-24 20:33:24
U643,S01552,purchase,P029,2024-09-09 21:55:31
U183,S03508,click,P068,2024-09-09 15:40:56
U494,S00747,purchase,P082,2024-09-05 15:25:17
U169,S04509,view,P091,2024-09-19 03:04:26
U556,S04692,view,P083,2024-09-06 17:20:00
U024,S01731,purchase,P079,2024-09-17 16:40:30
U046,S00467,view,P023,2024-09-10 12:29:06
U791,S01973,purchase,P028,2024-09-06 13:16:01
U461,S01469,view,P010,2024-09-09 14:39:09
U148,S03829,view,P030,2024-09-09 16:45:58
U087,S04572,click,P033,2024-09-06 20:25:05
U073,S00468,view,P042,2024-09-17 14:52:24
U551,S00771,view,P093,2024-09-16 14:17:10
U292,S04906,click,P077,2024-09-27 06:50:55
U416,S04889,click,P094,2024-09-01 16:59:44
U363,S01409,click,P041,2024-09-24 21:34:28
U068,S01374,purchase,P084,2024-09-09 13:57:14
U723,S01655,view,P079,2024-09-17 08:03:49
U489,S02975,click,P087,2024-09-05 10:06:56
U561,S00736,view,P079,2024-09-27 11:45:47
U864,S02158,purchase,P027,2024-09-26 18:37:32
U352,S01829,purchase,P052,2024-09-21 09:56:10
U872,S04477,view,P045,2024-09-12 05:20:23
U821,S03730,view,P089,2024-09-06 05:32:31
U840,S03658,view,P059,2024-09-08 22:01:08
U052,S04727,view,P064,2024-09-06 18:00:51
U505,S01841,purchase,P080,2024-09-23 13:13:56
U346,S04281,view,P064,2024-09-21 11:15:49
U168,S01571,view,P089,2024-09-27 00:41:06
U957,S01099,click,P095,2024-09-16 00:18:57
U277,S02118,purchase,P011,2024-09-16 08:01:51
U833,S04287,purchase,P031,2024-09-08 00:30:55
U402,S03934,purchase,P081,2024-09-19 19:56:12
U772,S04526,purchase,P017,2024-09-04 23:49:35
U592,S03949,purchase,P056,2024-09-03 06:45:49
U904,S03890,view,P092,2024-09-14 04:38:11
U385,S03617,purchase,P001,2024-09-27 21:19:36
U757,S04830,purchase,P035,2024-09-19 10:59:41
U152,S04955,click,P022,2024-09-06 04:25:31
U887,S00533,purchase,P045,2024-09-01 01:54:36
U589,S02314,click,P060,2024-09-19 06:08:09
U788,S04930,click,P051,2024-09-02 02:28:55
U421,S04243,purchase,P096,2024-09-24 12:18:09
U862,S04779,click,P035,2024-09-18 16:25:45
U825,S02944,click,P060,2024-09-10 17:50:53
U494,S02965,purchase,P045,2024-09-10 23:34:14
U344,S04695,purchase,P091,2024-09-03 21:53:43
U916,S03975,click,P078,2024-09-08 19:05:37
U738,S00752,view,P049,2024-09-08 14:45:29
U733,S01401,click,P033,2024-09-23 18:44:15
U098,S03726,click,P009,2024-09-21 03:12:59
U170,S03368,view,P048,2024-09-26 15:20:58
U840,S01460,purchase,P017,2024-09-09 20:14:21
U883,S03682,purchase,P035,2024-09-13 21:20:38
U924,S03085,click,P092,2024-09-09 16:29:05
U948,S02712,purchase,P046,2024-09-16 03:29:47
U232,S01298,view,P059,2024-09-20 04:09:16
U841,S00371,click,P043,2024-09-28 02:45:29
U015,S04664,view,P028,2024-09-25 14:01:58
U115,S03126,purchase,P040,2024-09-15 04:47:38
U906,S02797,view,P082,2024-09-05 09:23:27
U794,S01104,purchase,P042,2024-09-26 18:00:38
U759,S03470,click,P022,2024-09-14 16:19:47
U291,S03622,view,P047,2024-09-08 12:51:45
U170,S00726,click,P044,2024-09-04 22:17:50
U427,S03233,view,P059,2024-09-02 08:01:56
U644,S02592,purchase,P016,2024-09-09 20:58:12
U267,S04644,view,P016,2024-09-26 03:39:53
U509,S03907,purchase,P050,2024-09-28 14:40:04
U934,S01976,purchase,P010,2024-09-07 03:34:00
U473,S00902,purchase,P097,2024-09-26 05:12:50
U162,S04072,view,P001,2024-09-29 11:25:02
U871,S00178,purchase,P064,2024-09-05 07:17:05
U879,S01852,view,P062,2024-09-05 10:10:44
U386,S04467,click,P039,2024-09-04 13:28:23
U437,S03332,view,P041,2024-09-29 14:01:08
U589,S03317,click,P046,2024-09-16 23:27:50
U347,S03354,click,P031,2024-09-14 15:32:16
U478,S02125,purchase,P053,2024-09-13 07:44:42
U994,S03881,purchase,P035,2024-09-06 17:54:16
U475,S01332,click,P069,2024-09-01 15:46:08
U572,S01964,click,P047,2024-09-06 01:43:32
U054,S03445,view,P048,2024-09-12 20:57:17
U305,S01597,purchase,P084,2024-09-11 10:15:23
U280,S04515,click,P037,2024-09-26 16:20:42
U797,S02895,purchase,P028,2024-09-18 00:14:51
U185,S03335,view,P020,2024-09-10 22:21:50
U400,S01140,click,P005,2024-09-16 02:21:56
U626,S03496,view,P010,2024-09-19 09:45:04
U585,S01886,view,P044,2024-09-20 20:34:40
U114,S01185,view,P043,2024-09-09 21:26:33
U735,S03865,click,P053,2024-09-03 02:35:14
U679,S02563,view,P067,2024-09-16 14:42:15
U941,S03510,purchase,P059,2024-09-12 19:21:57
U898,S04811,purchase,P046,2024-09-17 13:35:50
U868,S02687,view,P014,2024-09-05 19:37:10
U563,S00181,purchase,P049,2024-09-08 12:50:01
U868,S04670,view,P045,2024-09-14 21:35:09
U685,S02085,click,P081,2024-09-27 13:23:43
U613,S02239,purchase,P082,2024-09-24 03:21:41
U942,S04786,click,P064,2024-09-14 12:17:17
U099,S03526,view,P031,2024-09-01 19:35:45
U923,S01654,purchase,P017,2024-09-13 16:36:54
U978,S00640,purchase,P027,2024-09-22 17:52:25
U992,S01472,view,P025,2024-09-24 05:15:51
U294,S01802,purchase,P013,2024-09-15 15:50:31
U604,S02651,purchase,P099,2024-09-20 01:41:34
U040,S00401,click,P005,2024-09-11 04:09:15
U523,S03480,click,P010,2024-09-03 04:47:45
U810,S02414,view,P023,2024-09-28 18:44:27
U682,S01728,click,P044,2024-09-25 13:09:05
U495,S00595,click,P084,2024-09-27 10:03:38
U873,S01790,click,P065,2024-09-23 01:55:27
U142,S03890,purchase,P088,2024-09-26 06:08:25
U804,S01917,purchase,P026,2024-09-17 18:41:34
U782,S04639,view,P007,2024-09-29 03:07:51
U134,S01656,purchase,P019,2024-09-19 23:57:08
U400,S00726,view,P078,2024-09-15 02:36:52
U449,S01191,click,P030,2024-09-20 12:25:06
U869,S04406,purchase,P017,2024-09-22 22:26:21
U299,S04983,click,P051,2024-09-08 05:41:28
U786,S01685,view,P014,2024-09-19 17:02:37
U557,S00550,purchase,P064,2024-09-16 10:05:04
U191,S01535,purchase,P083,2024-09-25 22:57:26
U522,S02316,click,P044,2024-09-04 14:22:48
U802,S03467,view,P033,2024-09-08 19:00:23
U264,S01001,view,P021,2024-09-17 17:37:02
U520,S03757,click,P092,2024-09-22 04:14:30
U186,S00929,purchase,P034,2024-09-01 00:16:31
U859,S03769,view,P006,2024-09-20 21:31:49
U793,S01928,click,P078,2024-09-01 08:37:07
U493,S04427,purchase,P001,2024-09-27 23:56:44
U085,S02157,purchase,P021,2024-09-28 10:48:43
U998,S03265,purchase,P079,2024-09-06 14:08:11
U600,S01745,purchase,P083,2024-09-19 12:19:14
U764,S02618,view,P050,2024-09-18 20:37:39
U754,S04113,view,P042,2024-09-18 20:47:39
U012,S03384,view,P070,2024-09-02 03:16:54
U763,S03470,purchase,P084,2024-09-21 15:34:41
U437,S01138,purchase,P054,2024-09-20 08:05:25
U473,S01527,click,P067,2024-09-28 14:59:25
U804,S04554,purchase,P023,2024-09-07 21:19:34
U337,S02225,purchase,P058,2024-09-07 11:31:00
U350,S04513,click,P043,2024-09-22 06:10:04
U908,S00241,purchase,P001,2024-09-16 12:23:51
U451,S01222,view,P071,2024-09-14 05:06:12
U790,S00970,purchase,P067,2024-09-01 09:54:52
U717,S02137,click,P100,2024-09-14 03:21:26
U917,S02439,view,P086,2024-09-29 09:38:45
U214,S00727,purchase,P089,2024-09-14 02:06:10
U151,S02019,view,P080,2024-09-27 08:18:44
U831,S01030,click,P042,2024-09-22 14:39:56
U154,S00609,view,P043,2024-09-08 19:36:38
U654,S00056,click,P051,2024-09-14 23:06:33
U076,S02003,view,P017,2024-09-08 23:54:00
U190,S03259,view,P067,2024-09-10 02:28:00
U714,S00628,purchase,P083,2024-09-26 17:11:46
U298,S00532,view,P100,2024-09-16 16:59:39
U736,S03501,click,P031,2024-09-18 12:35:35
U175,S04379,purchase,P005,2024-09-13 07:51:55
U621,S01509,purchase,P059,2024-09-25 03:12:14
U429,S03560,purchase,P027,2024-09-03 10:00:30
U840,S00251,click,P068,2024-09-19 01:37:46
U532,S00916,click,P014,2024-09-29 04:22:30
U794,S02161,click,P036,2024-09-11 09:50:33
U067,S03839,click,P020,2024-09-20 14:30:49
U182,S02595,view,P013,2024-09-19 16:20:21
U955,S04426,click,P093,2024-09-29 23:08:28
U887,S03669,purchase,P094,2024-09-29 08:14:51
U035,S00001,purchase,P064,2024-09-22 07:23:44
U197,S02879,click,P087,2024-09-12 06:07:38
U328,S03481,purchase,P057,2024-09-27 00:12:02
U372,S03745,click,P086,2024-09-17 08:38:28
U194,S00714,click,P094,2024-09-28 11:42:19
U769,S00536,click,P095,2024-09-18 21:56:05
U658,S00121,purchase,P096,2024-09-05 22:25:32
U350,S01736,purchase,P063,2024-09-20 20:03:22
U382,S03088,view,P039,2024-09-13 04:52:45
U957,S02211,click,P087,2024-09-17 02:40:58
U899,S01187,purchase,P060,2024-09-01 01:05:37
U258,S02222,click,P090,2024-09-24 02:50:48
U373,S04222,purchase,P019,2024-09-05 09:41:24
U170,S02919,purchase,P061,2024-09-13 21:34:03
U677,S00035,purchase,P068,2024-09-08 11:03:58
U970,S03428,click,P053,2024-09-13 11:39:24
U215,S02339,view,P007,2024-09-23 18:23:35
U913,S03527,click,P085,2024-09-23 23:01:46
U830,S00850,purchase,P065,2024-09-25 22:45:28
U760,S01606,view,P007,2024-09-27 15:01:36
U090,S04925,view,P024,2024-09-22 01:59:53
U046,S03689,click,P031,2024-09-28 03:33:50
U293,S02662,click,P058,2024-09-18 12:34:31
U511,S00321,purchase,P053,2024-09-07 01:36:33
U594,S03993,view,P076,2024-09-09 19:57:17
U012,S02544,view,P033,2024-09-02 15:53:16
U548,S01095,view,P025,2024-09-27 21:51:29
U185,S02777,view,P007,2024-09-03 13:23:37
U332,S03797,view,P068,2024-09-17 04:04:11
U975,S04680,purchase,P100,2024-09-14 07:24:41
U958,S00718,click,P011,2024-09-28 00:27:01
U350,S02326,click,P055,2024-09-10 14:10:53
U262,S04896,purchase,P006,2024-09-14 02:34:40
U654,S02000,purchase,P008,2024-09-04 15:59:54
U076,S04880,purchase,P041,2024-09-15 23:45:34
U141,S02700,click,P082,2024-09-25 14:47:02
U665,S04879,click,P097,2024-09-14 15:14:51
U936,S00342,purchase,P077,2024-09-04 12:12:37
U429,S01435,click,P033,2024-09-16 11:12:43
U297,S03379,purchase,P071,2024-09-06 23:29:54
U348,S01820,click,P044,2024-09-01 00:18:54
U869,S02327,view,P023,2024-09-23 00:45:50
U729,S02765,click,P034,2024-09-27 22:04:18
U962,S00336,click,P058,2024-09-07 22:00:21
U476,S00429,view,P100,2024-09-26 14:48:21
U395,S02155,click,P035,2024-09-22 15:40:51
U632,S02982,view,P085,2024-09-04 02:42:24
U588,S02271,purchase,P068,2024-09-05 12:59:26
U269,S02047,purchase,P018,2024-09-27 07:21:56
U540,S02060,purchase,P020,2024-09-28 03:53:30
U036,S01523,purchase,P065,2024-09-20 20:11:02
U030,S03647,purchase,P070,2024-09-25 02:02:59
U498,S02888,purchase,P007,2024-09-01 16:48:08
U950,S04157,view,P094,2024-09-13 17:21:36
U802,S02198,purchase,P035,2024-09-06 22:44:25
U602,S04649,view,P089,2024-09-03 18:41:01
U048,S01403,purchase,P012,2024-09-28 13:44:27
U713,S02292,view,P029,2024-09-16 00:03:49
U149,S00354,click,P030,2024-09-11 03:01:49
U529,S01023,click,P071,2024-09-22 16:20:37
U854,S02205,purchase,P050,2024-09-07 16:45:36
U462,S04028,purchase,P006,2024-09-25 05:07:24
U491,S01723,click,P021,2024-09-12 19:46:48
U667,S03483,purchase,P052,2024-09-27 00:20:52
U596,S00830,click,P025,2024-09-08 00:50:57
U365,S03566,view,P082,2024-09-05 11:49:05
U650,S03685,view,P002,2024-09-15 23:46:01
U336,S01113,purchase,P055,2024-09-13 20:37:44
U606,S00811,view,P061,2024-09-26 13:44:16
U169,S01170,purchase,P026,2024-09-12 10:46:59
U831,S03106,click,P037,2024-09-03 18:36:54
U227,S02136,purchase,P079,2024-09-04 04:49:57
U244,S02437,click,P024,2024-09-20 23:56:07
U915,S00732,purchase,P012,2024-09-02 00:17:55
U711,S01601,view,P047,2024-09-09 09:32:10
U847,S03968,view,P077,2024-09-29 18:19:18
U081,S03474,click,P050,2024-09-22 03:30:48
U026,S00184,view,P021,2024-09-15 12:54:29
U459,S02052,view,P053,2024-09-25 05:22:19
U924,S01010,purchase,P010,2024-09-12 19:53:50
U738,S01601,click,P022,2024-09-22 09:52:01
U305,S04549,purchase,P094,2024-09-07 09:45:39
U811,S03023,click,P093,2024-09-03 03:03:54
U775,S01020,click,P039,2024-09-16 00:08:31
U482,S04895,click,P001,2024-09-16 06:52:17
U582,S02642,click,P017,2024-09-13 08:07:00
U790,S03665,view,P033,2024-09-03 02:05:58
U616,S00663,purchase,P026,2024-09-10 07:16:24
U198,S01029,purchase,P096,2024-09-01 05:10:24
U933,S02381,purchase,P071,2024-09-20 16:33:02
U235,S02794,click,P073,2024-09-23 13:36:20
U663,S04164,purchase,P064,2024-09-28 09:04:56
U190,S00797,click,P042,2024-09-28 11:05:31
U534,S03622,view,P058,2024-09-19 10:06:06
U518,S00856,purchase,P036,2024-09-19 19:41:13
U670,S03676,click,P030,2024-09-10 19:59:34
U761,S02912,click,P093,2024-09-23 07:18:40
U527,S04086,click,P044,2024-09-21 00:11:38
U535,S03340,purchase,P068,2024-09-19 17:46:52
U444,S04823,purchase,P067,2024-09-17 22:32:06
U720,S02570,purchase,P082,2024-09-07 17:03:01
U013,S04254,click,P004,2024-09-25 16:28:42
U051,S02426,purchase,P070,2024-09-24 02:10:01
U131,S02709,purchase,P024,2024-09-17 16:45:50
U615,S01435,click,P028,2024-09-08 14:38:14
U636,S02895,click,P004,2024-09-19 21:15:16
U702,S04018,purchase,P082,2024-09-10 03:41:14
U887,S02562,purchase,P097,2024-09-27 03:44:12
U193,S00202,view,P047,2024-09-18 20:35:28
U953,S04246,view,P080,2024-09-12 18:39:27
U162,S01243,view,P058,2024-09-07 04:52:09
U770,S03834,purchase,P008,2024-09-13 14:44:21
U225,S04857,click,P046,2024-09-22 22:43:10
U624,S00988,view,P062,2024-09-02 11:31:19
U954,S04435,purchase,P043,2024-09-07 07:45:47
U703,S01249,purchase,P071,2024-09-23 20:55:11
U953,S01198,click,P027,2024-09-10 22:21:21
U428,S00072,click,P082,2024-09-10 11:12:48
U064,S02274,click,P035,2024-09-02 15:46:16
U272,S00050,click,P006,2024-09-02 01:49:04
U952,S01806,purchase,P043,2024-09-09 09:19:55
U040,S02775,click,P078,2024-09-21 07:38:47
U265,S02685,purchase,P017,2024-09-13 13:45:10
U009,S04720,purchase,P014,2024-09-28 16:51:35
U630,S01943,purchase,P012,2024-09-04 16:11:21
U149,S01019,purchase,P085,2024-09-24 03:33:40
U839,S02538,view,P002,2024-09-07 18:38:16
U364,S02228,view,P051,2024-09-19 20:05:25
U786,S00939,purchase,P059,2024-09-17 15:09:15
U897,S04632,purchase,P030,2024-09-27 17:04:46
U106,S03992,click,P085,2024-09-14 16:31:51
U068,S04398,view,P014,2024-09-08 04:38:43
U012,S02614,purchase,P072,2024-09-29 11:20:05
U452,S01753,purchase,P090,2024-09-10 03:44:18
U633,S02194,click,P041,2024-09-22 15:09:21
U539,S04446,purchase,P042,2024-09-19 12:51:20
U282,S01349,click,P073,2024-09-27 23:21:02
U987,S02659,click,P044,2024-09-07 06:05:42
U752,S01773,view,P057,2024-09-01 20:06:39
U933,S00418,view,P084,2024-09-19 15:31:16
U321,S02670,view,P053,2024-09-29 00:56:00
U131,S01920,view,P064,2024-09-23 21:54:14
U438,S04683,view,P002,2024-09-12 11:51:47
U101,S03322,view,P016,2024-09-18 17:16:11
U372,S03583,purchase,P053,2024-09-06 10:59:30
U324,S04438,view,P020,2024-09-03 00:20:39
U565,S03269,view,P087,2024-09-10 14:44:42
U015,S01866,view,P088,2024-09-08 11:44:18
U079,S01187,click,P045,2024-09-27 08:49:25
U504,S04652,purchase,P077,2024-09-12 11:37:38
U727,S03099,click,P008,2024-09-02 11:25:49
U789,S02726,purchase,P094,2024-09-11 23:09:44
U599,S02891,click,P090,2024-09-03 20:19:56
U973,S01312,view,P068,2024-09-25 06:26:21
U524,S03928,click,P066,2024-09-20 15:31:16
U013,S01856,view,P057,2024-09-14 15:44:55
U054,S02467,view,P019,2024-09-13 23:39:33
U346,S02894,purchase,P029,2024-09-06 20:14:39
U743,S00135,click,P087,2024-09-28 03:44:33
U728,S03511,purchase,P061,2024-09-17 10:33:37
U121,S02492,click,P091,2024-09-21 22:10:22
U775,S03012,click,P065,2024-09-21 03:21:27
U039,S01332,view,P057,2024-09-17 04:30:03
U336,S04035,click,P067,2024-09-21 02:23:55
U433,S00253,purchase,P085,2024-09-11 21:42:03
U288,S01668,view,P065,2024-09-19 03:24:28
U027,S01498,click,P097,2024-09-02 12:51:56
U312,S04959,purchase,P063,2024-09-12 07:21:10
U459,S04411,view,P086,2024-09-13 20:01:43
U348,S02929,view,P066,2024-09-21 21:10:16
U834,S00752,purchase,P081,2024-09-25 06:29:25
U436,S03114,click,P011,2024-09-15 09:41:29
U984,S03452,view,P078,2024-09-24 01:30:49
U281,S00735,click,P064,2024-09-25 17:00:58
U075,S00284,click,P082,2024-09-26 10:51:20
U836,S01931,purchase,P093,2024-09-28 19:13:40
U925,S01053,view,P056,2024-09-15 08:42:33
U650,S02308,view,P070,2024-09-08 22:01:41
U510,S02827,view,P005,2024-09-22 02:50:14
U053,S00778,click,P013,2024-09-12 15:24:02
U447,S02535,purchase,P057,2024-09-27 08:40:18
U808,S03730,click,P090,2024-09-29 07:30:10
U302,S03640,click,P064,2024-09-23 08:17:27
U686,S02781,click,P014,2024-09-01 22:20:34
U328,S02150,click,P029,2024-09-28 10:56:01
U376,S04500,purchase,P071,2024-09-18 01:25:27
U426,S04384,click,P060,2024-09-26 00:28:31
U127,S01333,click,P045,2024-09-12 07:30:28
U666,S01836,purchase,P001,2024-09-03 01:52:46
U705,S04313,purchase,P005,2024-09-20 08:13:05
U457,S02061,view,P064,2024-09-18 13:55:08
U358,S04936,purchase,P053,2024-09-03 17:58:22
U754,S02801,purchase,P079,2024-09-03 16:03:48
U753,S04745,click,P078,2024-09-23 08:03:03
U857,S02898,view,P017,2024-09-06 11:59:41
U947,S02913,purchase,P042,2024-09-27 03:26:04
U772,S00700,purchase,P034,2024-09-19 22:48:14
U138,S03095,click,P048,2024-09-19 15:23:30
U412,S01634,click,P018,2024-09-13 01:14:05
U349,S03807,view,P052,2024-09-27 15:51:11
U438,S01143,click,P002,2024-09-25 13:24:44
U890,S00193,purchase,P015,2024-09-24 15:50:32
U207,S04000,view,P052,2024-09-05 22:01:26
U644,S03551,view,P058,2024-09-12 22:14:14
U510,S03720,view,P056,2024-09-14 19:56:53
U548,S03369,purchase,P016,2024-09-25 20:14:05
U102,S02453,click,P073,2024-09-28 13:49:51
U679,S00820,view,P039,2024-09-03 23:12:09
U350,S01800,purchase,P096,2024-09-26 19:03:58
U029,S02496,click,P089,2024-09-25 10:20:53
U839,S04522,view,P036,2024-09-14 23:40:56
U731,S02925,view,P065,2024-09-20 12:23:32
U719,S02562,purchase,P052,2024-09-29 12:44:16
U049,S00391,purchase,P069,2024-09-10 16:03:50
U231,S00711,click,P072,2024-09-05 00:10:57
U177,S00842,click,P025,2024-09-11 16:32:25
U741,S03603,click,P066,2024-09-24 23:03:31
U322,S04285,purchase,P061,2024-09-24 18:59:46
U202,S00340,view,P030,2024-09-19 15:18:51
U625,S01522,view,P047,2024-09-17 07:11:18
U560,S01906,purchase,P001,2024-09-08 13:44:48
U435,S04891,purchase,P092,2024-09-21 04:40:54
U025,S03224,view,P074,2024-09-25 14:39:41
U294,S01506,click,P038,2024-09-12 09:07:18
U360,S00554,view,P065,2024-09-08 12:05:11
U677,S03173,view,P032,2024-09-24 23:26:35
U892,S00286,purchase,P047,2024-09-25 01:25:39
U401,S03116,click,P072,2024-09-28 10:34:17
U358,S04931,view,P044,2024-09-17 18:17:33
U431,S01593,click,P083,2024-09-25 12:22:51
U429,S00729,purchase,P020,2024-09-17 05:27:10
U489,S04474,purchase,P010,2024-09-28 09:29:42
U859,S02921,purchase,P048,2024-09-06 01:59:25
U918,S04389,purchase,P024,2024-09-11 07:26:57
U782,S00143,view,P054,2024-09-24 19:50:07
U558,S00577,purchase,P063,2024-09-18 13:59:39
U610,S04258,click,P079,2024-09-29 22:28:01
U600,S00945,view,P041,2024-09-05 02:41:24
U172,S02500,view,P027,2024-09-02 13:29:06
U434,S00129,purchase,P098,2024-09-23 23:11:35
U158,S03003,purchase,P033,2024-09-16 22:52:49
U682,S03697,purchase,P066,2024-09-25 06:22:19
U605,S02900,purchase,P075,2024-09-06 21:50:23
U913,S01482,purchase,P024,2024-09-29 11:14:52
U831,S03525,purchase,P011,2024-09-06 01:39:01
U931,S04022,purchase,P095,2024-09-25 07:43:18
U589,S02652,click,P044,2024-09-02 09:25:22
U076,S00288,view,P002,2024-09-08 01:17:32
U381,S02544,purchase,P079,2024-09-13 10:52:08
U715,S01088,view,P051,2024-09-25 06:14:46
U485,S03108,click,P091,2024-09-28 17:09:26
U435,S03962,view,P096,2024-09-07 23:34:02
U253,S03150,click,P038,2024-09-11 06:55:46
U324,S00165,purchase,P061,2024-09-17 23:33:22
U274,S04436,click,P010,2024-09-07 12:49:58
U564,S04049,view,P051,2024-09-01 01:11:19
U113,S02745,click,P061,2024-09-08 00:56:41
U892,S03005,click,P093,2024-09-11 18:35:10
U502,S01382,click,P037,2024-09-28 00:52:39
U410,S03850,view,P052,2024-09-17 12:34:49
U324,S04972,click,P030,2024-09-27 11:25:39
U884,S00003,view,P048,2024-09-18 05:07:09
U178,S00529,view,P011,2024-09-20 17:15:30
U392,S04543,purchase,P017,2024-09-02 18:49:04
U459,S01973,view,P001,2024-09-04 07:48:55
U961,S01833,view,P067,2024-09-25 07:54:19
U727,S04946,view,P088,2024-09-13 20:30:32
U239,S03523,purchase,P017,2024-09-14 18:59:20
U348,S00624,purchase,P073,2024-09-24 05:57:27
U039,S02327,view,P018,2024-09-10 13:32:58
U600,S02978,view,P056,2024-09-25 00:05:17
U623,S03643,view,P078,2024-09-24 00:45:53
U010,S01635,view,P089,2024-09-21 18:40:59
U197,S03412,purchase,P038,2024-09-15 12:21:36
U009,S02555,view,P013,2024-09-21 07:01:01
U556,S00393,click,P064,2024-09-26 06:25:08
U583,S01921,purchase,P050,2024-09-03 04:11:35
U906,S00917,view,P091,2024-09-24 18:18:44
U120,S01133,purchase,P077,2024-09-18 19:49:08
U358,S03651,click,P050,2024-09-18 09:51:29
U924,S04582,view,P038,2024-09-24 07:27:49
U373,S01271,purchase,P044,2024-09-15 13:38:51
U280,S02132,click,P039,2024-09-24 01:04:48
U161,S03023,click,P057,2024-09-15 10:14:02
U467,S02925,purchase,P043,2024-09-10 09:57:44
U273,S00454,purchase,P012,2024-09-13 20:25:09
U196,S00025,click,P005,2024-09-19 17:49:36
U907,S03672,click,P062,2024-09-07 01:06:47
U173,S02063,view,P067,2024-09-05 03:34:24
U222,S04778,view,P066,2024-09-25 04:34:23
U894,S03464,purchase,P021,2024-09-28 16:36:16
U897,S04757,view,P021,2024-09-10 15:51:20
U627,S03520,click,P042,2024-09-02 06:13:50
U548,S01428,click,P090,2024-09-04 05:15:15
U891,S01207,click,P067,2024-09-22 17:40:52
U911,S04286,click,P089,2024-09-01 17:32:10
U208,S00887,click,P067,2024-09-26 22:28:54
U995,S03379,view,P045,2024-09-11 00:49:00
U021,S03501,click,P054,2024-09-20 17:45:10
U644,S00370,view,P095,2024-09-26 22:31:30
U723,S00975,view,P012,2024-09-13 02:08:18
U035,S04858,purchase,P086,2024-09-14 00:11:51
U607,S01854,purchase,P013,2024-09-15 02:52:25
U822,S02362,view,P076,2024-09-08 16:01:26
U904,S03015,view,P010,2024-09-22 11:12:57
U208,S00544,view,P098,2024-09-27 22:08:09
U569,S03579,view,P031,2024-09-07 01:34:20
U323,S00215,purchase,P095,2024-09-01 16:35:34
U859,S00495,purchase,P097,2024-09-18 05:38:34
U879,S01220,click,P036,2024-09-06 06:31:07
U232,S03729,click,P035,2024-09-05 21:29:54
U315,S00230,click,P088,2024-09-23 04:37:56
U169,S00058,view,P018,2024-09-20 08:14:17
U673,S03171,view,P012,2024-09-07 07:11:56
U790,S04474,purchase,P001,2024-09-16 00:38:30
U692,S01875,view,P099,2024-09-27 13:54:15
U521,S01825,purchase,P098,2024-09-05 12:01:04
U108,S00087,view,P040,2024-09-25 03:26:31
U469,S04946,view,P065,2024-09-10 08:23:34
U232,S02682,click,P013,2024-09-21 20:55:23
U400,S03995,click,P099,2024-09-08 14:03:41
U410,S03208,view,P093,2024-09-09 07:46:32
U797,S01810,purchase,P090,2024-09-01 12:55:13
U008,S00558,click,P020,2024-09-17 05:08:40
U812,S04217,view,P005,2024-09-05 01:41:44
U617,S02931,click,P087,2024-09-07 00:33:41
U637,S01962,click,P048,2024-09-22 07:43:19
U145,S00639,click,P060,2024-09-21 15:33:07
U405,S02781,view,P099,2024-09-13 05:03:32
U861,S03572,view,P034,2024-09-18 00:49:03
U539,S00251,purchase,P059,2024-09-20 13:19:58
U932,S04748,click,P034,2024-09-15 13:33:23
U226,S01685,purchase,P030,2024-09-07 04:13:13
U325,S01118,click,P082,2024-09-27 17:32:17
U021,S04630,click,P098,2024-09-03 11:56:03
U744,S02868,purchase,P026,2024-09-27 06:16:14
U609,S04809,view,P075,2024-09-18 04:11:52
U077,S04161,view,P069,2024-09-16 13:14:39
U935,S04990,purchase,P088,2024-09-13 20:44:40
U227,S01072,purchase,P073,2024-09-07 17:35:30
U110,S00317,view,P074,2024-09-21 08:26:27
U971,S00421,view,P045,2024-09-25 01:49:24
U465,S00823,click,P041,2024-09-02 08:06:48
U278,S01871,click,P055,2024-09-27 09:29:59
U174,S01440,view,P051,2024-09-17 08:58:52
U020,S00269,view,P089,2024-09-06 00:21:15
U311,S01365,view,P013,2024-09-02 09:06:33
U623,S04311,click,P093,2024-09-01 07:25:08
U501,S00252,click,P020,2024-09-11 01:25:36
U315,S02640,view,P098,2024-09-12 23:15:08
U151,S01612,view,P002,2024-09-19 09:06:36
U748,S04063,purchase,P087,2024-09-18 13:39:13
U812,S02722,view,P099,2024-09-26 13:24:14
U103,S03833,purchase,P083,2024-09-15 01:37:46
U812,S01935,purchase,P052,2024-09-10 17:59:22
U582,S02726,click,P009,2024-09-28 08:15:36
U967,S02627,purchase,P015,2024-09-09 16:34:57
U947,S03471,purchase,P098,2024-09-16 15:52:42
U314,S02309,view,P012,2024-09-01 06:12:27
U768,S01771,purchase,P057,2024-09-02 21:59:13
U273,S01311,click,P093,2024-09-09 22:34:15
U301,S02176,purchase,P036,2024-09-09 23:20:15
U492,S02732,view,P078,2024-09-07 00:28:44
U687,S00529,purchase,P076,2024-09-10 06:15:01
U761,S02776,click,P028,2024-09-05 05:44:52
U554,S02290,view,P069,2024-09-29 10:12:19
U876,S02800,click,P091,2024-09-26 11:20:51
U593,S01867,click,P021,2024-09-15 22:35:38
U603,S00710,click,P011,2024-09-25 03:53:33
